"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11498","Create with seasonal contract","chromium","Fri Jul 04 12:57:16 ICT 2025","passed","Fri Jul 04 12:57:27 ICT 2025","Contract Tests","contract\contract.spec.ts","",""
"","11653","Cancel debt with new status","chromium","Fri Jul 04 13:27:31 ICT 2025","passed","Fri Jul 04 13:27:43 ICT 2025","Debt Tests","salary\debt.spec.ts","",""
"","8414","Edit allowance money","chromium","Fri Jul 04 13:25:04 ICT 2025","passed","Fri Jul 04 13:25:13 ICT 2025","Allowance Tests","salary\allowance.spec.ts","",""
"","6848","Maxlenght team code 101 characters","chromium","Fri Jul 04 13:35:16 ICT 2025","passed","Fri Jul 04 13:35:23 ICT 2025","Team","team.spec.ts","",""
"","8249","Cancel reward","chromium","Fri Jul 04 13:20:46 ICT 2025","passed","Fri Jul 04 13:20:54 ICT 2025","Reward Employee Tests","reward\reward_employee.spec.ts","",""
"","8507","Edit employee code","chromium","Fri Jul 04 13:03:46 ICT 2025","passed","Fri Jul 04 13:03:54 ICT 2025","Employee Tests","employee.spec.ts","",""
"","8864","Cancel resignation","chromium","Fri Jul 04 13:18:51 ICT 2025","passed","Fri Jul 04 13:19:00 ICT 2025","Resignation Tests","regisnation.spec.ts","",""
"","11246","Create with formal contract","chromium","Fri Jul 04 12:57:05 ICT 2025","passed","Fri Jul 04 12:57:16 ICT 2025","Contract Tests","contract\contract.spec.ts","",""
"","8028","Add new notification with work schedule notification type","chromium","Fri Jul 04 13:14:47 ICT 2025","passed","Fri Jul 04 13:14:55 ICT 2025","Notification Test Suite","notification\notifition.spec.ts","",""
"","7116","Add reward type with empty name","chromium","Fri Jul 04 13:22:09 ICT 2025","passed","Fri Jul 04 13:22:16 ICT 2025","Reward Type Tests","reward\reward_type.spec.ts","",""
"","9128","Edit employee name","chromium","Fri Jul 04 13:03:37 ICT 2025","passed","Fri Jul 04 13:03:46 ICT 2025","Employee Tests","employee.spec.ts","",""
"","7448","Search by employee name","chromium","Fri Jul 04 13:21:32 ICT 2025","passed","Fri Jul 04 13:21:39 ICT 2025","Reward Employee Tests","reward\reward_employee.spec.ts","",""
"","6481","Edit name with empty name","chromium","Fri Jul 04 12:58:43 ICT 2025","passed","Fri Jul 04 12:58:50 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","9005","Export resignation requests to Excel","chromium","Fri Jul 04 13:19:21 ICT 2025","passed","Fri Jul 04 13:19:30 ICT 2025","Resignation Tests","regisnation.spec.ts","",""
"","7951","Create New Position Successfully","chromium","Fri Jul 04 13:15:52 ICT 2025","passed","Fri Jul 04 13:16:00 ICT 2025","Position Tests","position.spec.ts","",""
"","7743","Edit department name with duplicate name","chromium","Fri Jul 04 13:00:33 ICT 2025","passed","Fri Jul 04 13:00:41 ICT 2025","Department Test","department.spec.ts","",""
"","6566","Maxleght team name 256 characters","chromium","Fri Jul 04 13:35:02 ICT 2025","passed","Fri Jul 04 13:35:08 ICT 2025","Team","team.spec.ts","",""
"","8394","Create term with duplicate name","chromium","Fri Jul 04 12:58:01 ICT 2025","passed","Fri Jul 04 12:58:09 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","24222","Add annual leave for an employee and employee browsed","chromium","Fri Jul 04 13:09:42 ICT 2025","passed","Fri Jul 04 13:10:06 ICT 2025","Leave Management Tests","leave\leave_management.spec.ts","",""
"","9623","Search by status","chromium","Fri Jul 04 13:13:35 ICT 2025","passed","Fri Jul 04 13:13:45 ICT 2025","Level Test Suite","level.spec.ts","",""
"","16775","Add with role employee","chromium","Fri Jul 04 13:01:32 ICT 2025","passed","Fri Jul 04 13:01:49 ICT 2025","Employee Tests","employee.spec.ts","",""
"","9994","Admin create reward with approved status","chromium","Fri Jul 04 13:20:36 ICT 2025","passed","Fri Jul 04 13:20:46 ICT 2025","Reward Employee Tests","reward\reward_employee.spec.ts","",""
"","8099","Create with empty name","chromium","Fri Jul 04 13:15:35 ICT 2025","passed","Fri Jul 04 13:15:43 ICT 2025","Position Tests","position.spec.ts","",""
"","6708","Edit content with empty content","chromium","Fri Jul 04 12:58:50 ICT 2025","passed","Fri Jul 04 12:58:57 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","8451","Create position with empty note","chromium","Fri Jul 04 13:16:17 ICT 2025","passed","Fri Jul 04 13:16:26 ICT 2025","Position Tests","position.spec.ts","",""
"","7239","Max length name over 255","chromium","Fri Jul 04 12:58:28 ICT 2025","passed","Fri Jul 04 12:58:35 ICT 2025","Term Tests","contract\term.spec.ts","",""
"Tạo loại đánh giá hợp lệ và kiểm tra tồn tại trong database.","8431","Add evaluation type with valid data and check in database","chromium","Fri Jul 04 13:06:15 ICT 2025","passed","Fri Jul 04 13:06:23 ICT 2025","Evaluation Type Tests","evaluation\evaluation_type.spec.ts","",""
"","8448","Edit allowance note","chromium","Fri Jul 04 13:25:13 ICT 2025","passed","Fri Jul 04 13:25:21 ICT 2025","Allowance Tests","salary\allowance.spec.ts","",""
"","3193","Login Unsuccessful With Invalid Credentials","chromium","Fri Jul 04 13:14:01 ICT 2025","passed","Fri Jul 04 13:14:04 ICT 2025","Login Tests","login.spec.ts","",""
"","7774","Maxleght team code 100 characters","chromium","Fri Jul 04 13:35:08 ICT 2025","passed","Fri Jul 04 13:35:16 ICT 2025","Team","team.spec.ts","",""
"","7949","Edit code successfully","chromium","Fri Jul 04 13:12:36 ICT 2025","passed","Fri Jul 04 13:12:44 ICT 2025","Level Test Suite","level.spec.ts","",""
"","12287","Add with basic information and set salary by date","chromium","Fri Jul 04 13:02:04 ICT 2025","passed","Fri Jul 04 13:02:16 ICT 2025","Employee Tests","employee.spec.ts","",""
"","12609","Edit Evaluation Criteria","chromium","Fri Jul 04 13:04:58 ICT 2025","passed","Fri Jul 04 13:05:11 ICT 2025","Evaluation Criteria Tests","evaluation\evaluation_criteria.spec.ts","",""
"","7663","Delete shift plan","chromium","Fri Jul 04 13:36:14 ICT 2025","passed","Fri Jul 04 13:36:22 ICT 2025","Shift Plan Tests","work_shift\shift_plan.spec.ts","",""
"","7737","Edit content with valid data","chromium","Fri Jul 04 12:59:04 ICT 2025","passed","Fri Jul 04 12:59:12 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","7158","Test forgot password with valid email","chromium","Fri Jul 04 13:07:19 ICT 2025","passed","Fri Jul 04 13:07:26 ICT 2025","Forgot Password Test Suite","forgot_password.spec.ts","",""
"","10183","Create with blank data","chromium","Fri Jul 04 12:54:36 ICT 2025","passed","Fri Jul 04 12:54:46 ICT 2025","Branch Test","branch.spec.ts","",""
"","7570","Create department with empty name","chromium","Fri Jul 04 12:59:54 ICT 2025","passed","Fri Jul 04 13:00:01 ICT 2025","Department Test","department.spec.ts","",""
"","21191","Add annual leave with status wait for approval and admin browsed","chromium","Fri Jul 04 13:10:20 ICT 2025","passed","Fri Jul 04 13:10:41 ICT 2025","Leave Management Tests","leave\leave_management.spec.ts","",""
"","6216","Search with no data","chromium","Fri Jul 04 13:01:16 ICT 2025","passed","Fri Jul 04 13:01:23 ICT 2025","Department Test","department.spec.ts","",""
"","12138","Add without set salary","chromium","Fri Jul 04 13:02:16 ICT 2025","passed","Fri Jul 04 13:02:28 ICT 2025","Employee Tests","employee.spec.ts","",""
"","8298","Search with reward name","chromium","Fri Jul 04 13:21:24 ICT 2025","passed","Fri Jul 04 13:21:32 ICT 2025","Reward Employee Tests","reward\reward_employee.spec.ts","",""
"","11043","Edit resignation reason with blank reason","chromium","Fri Jul 04 13:17:36 ICT 2025","passed","Fri Jul 04 13:17:47 ICT 2025","Resignation Tests","regisnation.spec.ts","",""
"","9617","Edit phone number","chromium","Fri Jul 04 12:55:42 ICT 2025","passed","Fri Jul 04 12:55:51 ICT 2025","Branch Test","branch.spec.ts","",""
"","8219","Save resume with empty information required","chromium","Fri Jul 04 13:02:50 ICT 2025","passed","Fri Jul 04 13:02:58 ICT 2025","Employee Tests","employee.spec.ts","",""
"","12461","Edit allowance active status to lock status","chromium","Fri Jul 04 13:25:21 ICT 2025","passed","Fri Jul 04 13:25:34 ICT 2025","Allowance Tests","salary\allowance.spec.ts","",""
"","7579","Edit status","chromium","Fri Jul 04 13:34:24 ICT 2025","passed","Fri Jul 04 13:34:31 ICT 2025","Team","team.spec.ts","",""
"","10229","Create with lock status","chromium","Fri Jul 04 12:54:18 ICT 2025","passed","Fri Jul 04 12:54:28 ICT 2025","Branch Test","branch.spec.ts","",""
"","8722","Create with duplicate name","chromium","Fri Jul 04 13:11:46 ICT 2025","passed","Fri Jul 04 13:11:55 ICT 2025","Level Test Suite","level.spec.ts","",""
"","9437","Max length name 255","chromium","Fri Jul 04 12:58:19 ICT 2025","passed","Fri Jul 04 12:58:28 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","7853","Create department with valid data","chromium","Fri Jul 04 12:59:38 ICT 2025","passed","Fri Jul 04 12:59:46 ICT 2025","Department Test","department.spec.ts","",""
"","14103","Search Evaluation Criteria by status","chromium","Fri Jul 04 13:04:44 ICT 2025","passed","Fri Jul 04 13:04:58 ICT 2025","Evaluation Criteria Tests","evaluation\evaluation_criteria.spec.ts","",""
"","7749","Cancel Paysheet","chromium","Fri Jul 04 13:33:19 ICT 2025","passed","Fri Jul 04 13:33:27 ICT 2025","Paysheet Tests","salary\paysheet.spec.ts","",""
"","7915","Send notification to department","chromium","Fri Jul 04 13:15:11 ICT 2025","passed","Fri Jul 04 13:15:19 ICT 2025","Notification Test Suite","notification\notifition.spec.ts","",""
"","6279","Delete team","chromium","Fri Jul 04 13:35:23 ICT 2025","passed","Fri Jul 04 13:35:29 ICT 2025","Team","team.spec.ts","",""
"Xóa loại đánh giá và xác minh thông báo thành công.","6626","Delete evaluation type","chromium","Fri Jul 04 13:06:53 ICT 2025","passed","Fri Jul 04 13:07:00 ICT 2025","Evaluation Type Tests","evaluation\evaluation_type.spec.ts","",""
"","7075","Delete reward type","chromium","Fri Jul 04 13:23:05 ICT 2025","passed","Fri Jul 04 13:23:13 ICT 2025","Reward Type Tests","reward\reward_type.spec.ts","",""
"","17758","Send debt and refused in employee account","chromium","Fri Jul 04 13:27:00 ICT 2025","passed","Fri Jul 04 13:27:18 ICT 2025","Debt Tests","salary\debt.spec.ts","",""
"","8980","Edit position active to lock status","chromium","Fri Jul 04 13:16:00 ICT 2025","passed","Fri Jul 04 13:16:09 ICT 2025","Position Tests","position.spec.ts","",""
"","6436","Search department by name","chromium","Fri Jul 04 13:01:10 ICT 2025","passed","Fri Jul 04 13:01:16 ICT 2025","Department Test","department.spec.ts","",""
"","7982","Create with min number of employee","chromium","Fri Jul 04 12:53:51 ICT 2025","passed","Fri Jul 04 12:53:59 ICT 2025","Branch Test","branch.spec.ts","",""
"","7595","Save shift plan with empty shift plan name and work shift","chromium","Fri Jul 04 13:36:06 ICT 2025","passed","Fri Jul 04 13:36:14 ICT 2025","Shift Plan Tests","work_shift\shift_plan.spec.ts","",""
"","18878","E2E reward employee - manager send reward to admin approve","chromium","Fri Jul 04 13:19:39 ICT 2025","passed","Fri Jul 04 13:19:58 ICT 2025","Reward Employee Tests","reward\reward_employee.spec.ts","",""
"","9474","Create term with lock status","chromium","Fri Jul 04 12:58:09 ICT 2025","passed","Fri Jul 04 12:58:19 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","19661","Add leave application with annual leave and send to admin -> admin approve","chromium","Fri Jul 04 13:07:50 ICT 2025","passed","Fri Jul 04 13:08:09 ICT 2025","Leave Application Tests","leave\leave_application.spec.ts","",""
"","6645","Save team without filling in any information","chromium","Fri Jul 04 13:34:17 ICT 2025","passed","Fri Jul 04 13:34:24 ICT 2025","Team","team.spec.ts","",""
"","9633","Cancel debt with empty reason","chromium","Fri Jul 04 13:27:43 ICT 2025","passed","Fri Jul 04 13:27:52 ICT 2025","Debt Tests","salary\debt.spec.ts","",""
"","8223","Create allowance with empty note","chromium","Fri Jul 04 13:24:17 ICT 2025","passed","Fri Jul 04 13:24:25 ICT 2025","Allowance Tests","salary\allowance.spec.ts","",""
"","6777","Delete term","chromium","Fri Jul 04 12:59:22 ICT 2025","passed","Fri Jul 04 12:59:29 ICT 2025","Term Tests","contract\term.spec.ts","",""
"","8467","Edit position lock to active status","chromium","Fri Jul 04 13:16:09 ICT 2025","passed","Fri Jul 04 13:16:17 ICT 2025","Position Tests","position.spec.ts","",""
"","7220","Edit team name","chromium","Fri Jul 04 13:34:31 ICT 2025","passed","Fri Jul 04 13:34:38 ICT 2025","Team","team.spec.ts","",""
"","8712","Create with over number of employee","chromium","Fri Jul 04 12:53:42 ICT 2025","passed","Fri Jul 04 12:53:51 ICT 2025","Branch Test","branch.spec.ts","",""
"","7538","Edit name with blank name","chromium","Fri Jul 04 13:13:00 ICT 2025","passed","Fri Jul 04 13:13:08 ICT 2025","Level Test Suite","level.spec.ts","",""
"","8177","Send notification to personal","chromium","Fri Jul 04 13:15:19 ICT 2025","passed","Fri Jul 04 13:15:28 ICT 2025","Notification Test Suite","notification\notifition.spec.ts","",""
"","8292","Confirm evaluation type","chromium","Fri Jul 04 13:05:54 ICT 2025","passed","Fri Jul 04 13:06:02 ICT 2025","Evaluation Criteria Tests","evaluation\evaluation_process.spec.ts","",""
"","6728","Edit department name with empty name","chromium","Fri Jul 04 13:00:41 ICT 2025","passed","Fri Jul 04 13:00:47 ICT 2025","Department Test","department.spec.ts","",""
"","6853","Add new notification with empty name and description","chromium","Fri Jul 04 13:14:32 ICT 2025","passed","Fri Jul 04 13:14:39 ICT 2025","Notification Test Suite","notification\notifition.spec.ts","",""
"","7124","Add Paysheet Without Name","chromium","Fri Jul 04 13:33:06 ICT 2025","passed","Fri Jul 04 13:33:13 ICT 2025","Paysheet Tests","salary\paysheet.spec.ts","",""
"","8279","Max length of allowance name 255 characters","chromium","Fri Jul 04 13:24:25 ICT 2025","passed","Fri Jul 04 13:24:34 ICT 2025","Allowance Tests","salary\allowance.spec.ts","",""
"","13713","Search by name and status","chromium","Fri Jul 04 13:23:13 ICT 2025","passed","Fri Jul 04 13:23:26 ICT 2025","Reward Type Tests","reward\reward_type.spec.ts","",""
"","12566","Create branch with valid information","chromium","Fri Jul 04 12:53:30 ICT 2025","passed","Fri Jul 04 12:53:42 ICT 2025","Branch Test","branch.spec.ts","",""
"","9864","Search by status","chromium","Fri Jul 04 13:16:55 ICT 2025","passed","Fri Jul 04 13:17:05 ICT 2025","Position Tests","position.spec.ts","",""
"","8287","Delete evaluation type","chromium","Fri Jul 04 13:05:36 ICT 2025","passed","Fri Jul 04 13:05:44 ICT 2025","Evaluation Criteria Tests","evaluation\evaluation_process.spec.ts","",""
"","8509","Create with lock status","chromium","Fri Jul 04 13:04:27 ICT 2025","passed","Fri Jul 04 13:04:35 ICT 2025","Evaluation Criteria Tests","evaluation\evaluation_criteria.spec.ts","",""
"","11678","Add new resignation and send","chromium","Fri Jul 04 13:17:12 ICT 2025","passed","Fri Jul 04 13:17:24 ICT 2025","Resignation Tests","regisnation.spec.ts","",""
"","11091","Add shift plan for an employee","chromium","Fri Jul 04 13:35:55 ICT 2025","passed","Fri Jul 04 13:36:06 ICT 2025","Shift Plan Tests","work_shift\shift_plan.spec.ts","",""
"","12889","Edit number of employee","chromium","Fri Jul 04 12:55:29 ICT 2025","passed","Fri Jul 04 12:55:42 ICT 2025","Branch Test","branch.spec.ts","",""
"","7946","Edit note","chromium","Fri Jul 04 13:34:45 ICT 2025","passed","Fri Jul 04 13:34:53 ICT 2025","Team","team.spec.ts","",""
"","8467","Edit note","chromium","Fri Jul 04 13:26:32 ICT 2025","passed","Fri Jul 04 13:26:41 ICT 2025","Debt Tests","salary\debt.spec.ts","",""
